,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
515,2021101800100510,2021년 10월 18일 18시,월요일,경기도 수원시 영통구 망포동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,39세,경상,자전거,남,11세,경상
516,2021101800100597,2021년 10월 18일 19시,월요일,경기도 파주시 야당동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,단일로 - 기타,승합,남,65세,상해없음,보행자,여,12세,경상
518,2021102000100455,2021년 10월 20일 18시,수요일,경기도 용인시 처인구 이동읍,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,74세,상해없음,보행자,남,11세,중상
519,2021102000100457,2021년 10월 20일 18시,수요일,경기도 부천시 중동,경상사고,0,0,2,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,28세,경상,자전거,남,12세,경상
521,2021102100100375,2021년 10월 21일 17시,목요일,경기도 수원시 권선구 서둔동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,교차로 - 교차로안,승용,남,68세,상해없음,자전거,여,10세,경상
522,2021102100100424,2021년 10월 21일 18시,목요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승합,남,52세,상해없음,자전거,여,11세,경상
523,2021102200100123,2021년 10월 22일 09시,금요일,경기도 수원시 장안구 천천동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,건조,맑음,교차로 - 교차로안,자전거,남,54세,상해없음,보행자,여,10세,중상
524,2021102200100305,2021년 10월 22일 13시,금요일,경기도 고양시 덕양구 고양동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,56세,상해없음,자전거,남,11세,경상
525,2021102300100450,2021년 10월 23일 18시,토요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,49세,상해없음,자전거,남,10세,경상
526,2021102600100277,2021년 10월 26일 14시,화요일,경기도 평택시 고덕면,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,자전거,남,11세,부상신고
527,2021102600100391,2021년 10월 26일 17시,화요일,경기도 안산시 단원구 선부동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,기타,맑음,교차로 - 교차로부근,승용,여,46세,상해없음,자전거,남,12세,경상
528,2021102700100238,2021년 10월 27일 13시,수요일,경기도 고양시 덕양구 동산동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승합,남,62세,상해없음,보행자,남,11세,중상
530,2021102800100496,2021년 10월 28일 18시,목요일,경기도 수원시 권선구 탑동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,자전거,여,10세,중상
531,2021102800100646,2021년 10월 28일 21시,목요일,경기도 의정부시 가능동,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,건조,흐림,교차로 - 교차로횡단보도내,이륜,남,21세,상해없음,자전거,여,10세,부상신고
532,2021102900100541,2021년 10월 29일 19시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,11세,경상
535,2021110100100516,2021년 11월 1일 19시,월요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,41세,상해없음,자전거,남,10세,경상
536,2021110200100393,2021년 11월 2일 16시,화요일,경기도 남양주시 진접읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,10세,경상
537,2021110200100429,2021년 11월 2일 17시,화요일,경기도 고양시 일산동구 백석동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,44세,상해없음,자전거,남,11세,경상
538,2021110200100539,2021년 11월 2일 20시,화요일,경기도 화성시 산척동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,66세,상해없음,자전거,남,11세,경상
539,2021110200100551,2021년 11월 2일 20시,화요일,경기도 파주시 목동동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,62세,상해없음,자전거,남,12세,경상
540,2021110300100126,2021년 11월 3일 08시,수요일,경기도 고양시 덕양구 고양동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승합,남,71세,상해없음,보행자,남,10세,경상
541,2021110500100433,2021년 11월 5일 17시,금요일,경기도 성남시 분당구 야탑동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,보행자,남,10세,경상
542,2021110600100359,2021년 11월 6일 16시,토요일,경기도 안양시 동안구 평촌동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,59세,상해없음,보행자,여,11세,중상
544,2021110800100357,2021년 11월 8일 15시,월요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 기타,기타,젖음/습기,비,교차로 - 교차로안,승용,여,47세,상해없음,자전거,남,11세,경상
545,2021110800100422,2021년 11월 8일 16시,월요일,경기도 고양시 일산동구 중산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,개인형이동수단(PM),여,13세,상해없음,자전거,남,10세,경상
546,2021110800100564,2021년 11월 8일 19시,월요일,경기도 부천시 중동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,44세,상해없음,보행자,남,12세,경상
547,2021111100100339,2021년 11월 11일 15시,목요일,경기도 용인시 기흥구 구갈동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,50세,상해없음,보행자,여,10세,경상
549,2021111600100227,2021년 11월 16일 11시,화요일,경기도 김포시 고촌읍,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,자전거,남,56세,상해없음,보행자,여,11세,경상
551,2021111600100400,2021년 11월 16일 16시,화요일,경기도 시흥시 은행동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,여,63세,상해없음,자전거,남,11세,경상
552,2021111700100372,2021년 11월 17일 15시,수요일,경기도 부천시 원종동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,62세,상해없음,자전거,남,11세,중상
553,2021111700100450,2021년 11월 17일 17시,수요일,경기도 부천시 중동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,자전거,여,10세,경상
554,2021112300100097,2021년 11월 23일 08시,화요일,경기도 안양시 만안구 안양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,기타,맑음,교차로 - 교차로안,승용,남,27세,상해없음,보행자,남,10세,경상
556,2021112500100319,2021년 11월 25일 14시,목요일,경기도 오산시 세교동,부상신고사고,0,0,0,1,차대차 - 측면충돌,기타,건조,맑음,단일로 - 기타,이륜,남,50세,상해없음,자전거,남,11세,부상신고
557,2021112500100454,2021년 11월 25일 17시,목요일,경기도 군포시 당정동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,65세,상해없음,보행자,여,10세,중상
558,2021112600100594,2021년 11월 26일 18시,금요일,경기도 의정부시 장암동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,흐림,교차로 - 교차로부근,이륜,남,60세,상해없음,보행자,여,10세,중상
559,2021112700100364,2021년 11월 27일 15시,토요일,경기도 고양시 일산서구 일산동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,자전거,남,12세,중상
560,2021112800100346,2021년 11월 28일 18시,일요일,경기도 군포시 산본동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,45세,상해없음,자전거,남,10세,경상
561,2021112900100537,2021년 11월 29일 19시,월요일,경기도 부천시 옥길동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,51세,상해없음,자전거,남,11세,경상
562,2021120100100301,2021년 12월 1일 14시,수요일,경기도 화성시 영천동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승합,남,62세,상해없음,자전거,남,10세,중상
563,2021120200100358,2021년 12월 2일 15시,목요일,경기도 남양주시 다산동,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,44세,상해없음,자전거,여,12세,경상
565,2021120300100552,2021년 12월 3일 18시,금요일,경기도 시흥시 장현동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승합,남,64세,상해없음,보행자,남,11세,경상
566,2021120600100362,2021년 12월 6일 17시,월요일,경기도 평택시 합정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,흐림,교차로 - 교차로부근,승합,남,58세,상해없음,보행자,여,11세,경상
567,2021120700100094,2021년 12월 7일 08시,화요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,43세,상해없음,보행자,여,11세,경상
568,2021120700100352,2021년 12월 7일 15시,화요일,경기도 남양주시 진접읍,경상사고,0,0,2,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,37세,경상,보행자,여,10세,경상
569,2021120800100100,2021년 12월 8일 08시,수요일,경기도 안성시 공도읍,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,기타,주차장 - 주차장,승용,여,45세,상해없음,자전거,남,11세,중상
570,2021120900100370,2021년 12월 9일 18시,목요일,경기도 용인시 처인구 역북동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,이륜,남,34세,상해없음,보행자,남,12세,경상
571,2021120900100379,2021년 12월 9일 18시,목요일,경기도 화성시 영천동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,58세,기타불명,자전거,여,10세,경상
572,2021121000100313,2021년 12월 10일 14시,금요일,경기도 남양주시 화도읍,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,기타,건조,맑음,단일로 - 기타,화물,남,58세,상해없음,보행자,여,10세,경상
573,2021121000100573,2021년 12월 10일 20시,금요일,경기도 부천시 원종동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,보행자,남,10세,경상
574,2021121300100318,2021년 12월 13일 14시,월요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,보행자,남,10세,경상
575,2021121300100567,2021년 12월 13일 21시,월요일,경기도 고양시 덕양구 행신동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,자전거,남,10세,경상
576,2021121400100292,2021년 12월 14일 16시,화요일,경기도 화성시 송산면,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,54세,상해없음,보행자,남,10세,경상
579,2021121700100407,2021년 12월 17일 17시,금요일,경기도 부천시 중동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,61세,상해없음,보행자,여,11세,중상
581,2021121900100301,2021년 12월 19일 20시,일요일,경기도 안성시 공도읍,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,보행자,남,10세,경상
582,2021122000100395,2021년 12월 20일 17시,월요일,경기도 의왕시 삼동,중상사고,0,1,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,기타 - 기타,원동기,남,61세,상해없음,보행자,여,11세,경상
583,2021122000100396,2021년 12월 20일 17시,월요일,경기도 화성시 안녕동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,여,47세,상해없음,자전거,남,12세,경상
584,2021122100100246,2021년 12월 21일 14시,화요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,35세,상해없음,보행자,남,10세,경상
585,2021122400100299,2021년 12월 24일 15시,금요일,경기도 고양시 일산동구 마두동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,66세,상해없음,자전거,남,11세,경상
586,2021122400100512,2021년 12월 24일 19시,금요일,경기도 구리시 수택동,경상사고,0,0,2,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,여,52세,상해없음,보행자,여,11세,경상
587,2021122700100325,2021년 12월 27일 16시,월요일,경기도 성남시 분당구 삼평동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,기타,맑음,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,자전거,남,10세,경상
589,2021122900100167,2021년 12월 29일 11시,수요일,경기도 고양시 일산서구 가좌동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,기타 - 기타,화물,남,53세,상해없음,자전거,남,12세,경상
590,2021122900100306,2021년 12월 29일 16시,수요일,경기도 부천시 고강동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,61세,상해없음,보행자,남,10세,경상
591,2021123000100042,2021년 12월 30일 07시,목요일,경기도 의왕시 오전동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,기타 - 기타,승합,남,58세,상해없음,보행자,남,12세,경상
592,2021123000100109,2021년 12월 30일 09시,목요일,경기도 고양시 덕양구 동산동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,서리/결빙,맑음,교차로 - 교차로안,승용,남,41세,상해없음,보행자,여,11세,경상
593,2021123100100199,2021년 12월 31일 13시,금요일,경기도 군포시 금정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,64세,상해없음,자전거,남,10세,경상
595,2022010100100085,2022년 1월 1일 11시,토요일,경기도 김포시 양촌읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,37세,상해없음,보행자,여,11세,경상
596,2022010500100236,2022년 1월 5일 16시,수요일,경기도 이천시 갈산동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,35세,상해없음,보행자,남,10세,부상신고
597,2022010500100314,2022년 1월 5일 18시,수요일,경기도 성남시 분당구 이매동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,38세,상해없음,자전거,남,11세,경상
598,2022010700100333,2022년 1월 7일 16시,금요일,경기도 안산시 상록구 사동,부상신고사고,0,0,0,1,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,77세,상해없음,보행자,남,12세,부상신고
599,2022010700100411,2022년 1월 7일 18시,금요일,경기도 김포시 장기동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,여,66세,상해없음,보행자,남,11세,경상
600,2022010700100417,2022년 1월 7일 18시,금요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,35세,상해없음,보행자,여,11세,경상
601,2022010900100145,2022년 1월 9일 15시,일요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,원동기,남,58세,상해없음,보행자,여,10세,중상
602,2022011000100343,2022년 1월 10일 16시,월요일,경기도 화성시 반송동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,67세,상해없음,자전거,남,10세,부상신고
603,2022011100100279,2022년 1월 11일 14시,화요일,경기도 시흥시 능곡동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승합,남,60세,상해없음,보행자,남,12세,중상
604,2022011300100488,2022년 1월 13일 20시,목요일,경기도 성남시 분당구 구미동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,60세,상해없음,보행자,남,10세,경상
606,2022011800100325,2022년 1월 18일 15시,화요일,경기도 화성시 향남읍,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,기타,맑음,교차로 - 교차로횡단보도내,승합,여,51세,상해없음,보행자,여,10세,경상
607,2022011900100200,2022년 1월 19일 12시,수요일,경기도 평택시 오성면,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,보행자,남,10세,경상
608,2022012400100317,2022년 1월 24일 15시,월요일,경기도 부천시 내동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,기타 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,10세,중상
609,2022012600100199,2022년 1월 26일 12시,수요일,경기도 수원시 장안구 송죽동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,보행자,여,10세,경상
610,2022013000100194,2022년 1월 30일 15시,일요일,경기도 남양주시 수석동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,30세,상해없음,보행자,여,10세,중상
611,2022020700100209,2022년 2월 7일 15시,월요일,경기도 군포시 당동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,61세,기타불명,자전거,남,10세,경상
612,2022020800100230,2022년 2월 8일 14시,화요일,경기도 군포시 금정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,69세,상해없음,보행자,여,10세,경상
613,2022020800100281,2022년 2월 8일 15시,화요일,경기도 파주시 목동동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,36세,상해없음,보행자,남,12세,중상
614,2022020800100386,2022년 2월 8일 18시,화요일,경기도 의정부시 금오동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,28세,상해없음,보행자,여,11세,경상
615,2022021000100088,2022년 2월 10일 09시,목요일,경기도 광명시 하안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,51세,상해없음,보행자,남,12세,경상
616,2022021200100136,2022년 2월 12일 12시,토요일,경기도 이천시 증포동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로안,원동기,남,17세,상해없음,보행자,남,12세,경상
617,2022021200100161,2022년 2월 12일 13시,토요일,경기도 부천시 상동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,41세,상해없음,보행자,여,10세,경상
618,2022021500100319,2022년 2월 15일 18시,화요일,경기도 부천시 원미동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,보행자,여,12세,경상
619,2022021500100320,2022년 2월 15일 18시,화요일,경기도 부천시 원미동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,44세,상해없음,보행자,남,11세,경상
620,2022021600100277,2022년 2월 16일 17시,수요일,경기도 부천시 소사본동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,보행자,남,10세,경상
621,2022022100100356,2022년 2월 21일 17시,월요일,경기도 광명시 광명동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51세,상해없음,보행자,남,11세,경상
622,2022022100100393,2022년 2월 21일 18시,월요일,경기도 용인시 처인구 김량장동,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,건조,맑음,교차로 - 교차로부근,이륜,남,29세,상해없음,보행자,남,11세,경상
623,2022022200100320,2022년 2월 22일 17시,화요일,경기도 광주시 경안동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,49세,상해없음,보행자,여,12세,중상
625,2022022500100333,2022년 2월 25일 16시,금요일,경기도 오산시 외삼미동,경상사고,0,0,1,0,차대차 - 측면충돌,기타,건조,맑음,교차로 - 교차로부근,승용,여,38세,상해없음,자전거,남,12세,경상
626,2022022600100343,2022년 2월 26일 18시,토요일,경기도 성남시 중원구 금광동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,젖음/습기,비,교차로 - 교차로부근,이륜,남,21세,상해없음,보행자,남,11세,경상
627,2022030200100197,2022년 3월 2일 12시,수요일,경기도 안산시 상록구 일동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,22세,상해없음,보행자,여,11세,중상
628,2022030200100358,2022년 3월 2일 17시,수요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,이륜,남,55세,상해없음,자전거,남,10세,경상
629,2022030300100318,2022년 3월 3일 16시,목요일,경기도 평택시 서정동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,자전거,남,10세,경상
631,2022030500100285,2022년 3월 5일 16시,토요일,경기도 안양시 동안구 호계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,10세,경상
632,2022030900100249,2022년 3월 9일 16시,수요일,경기도 성남시 수정구 창곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,자전거,여,9세,기타불명,자전거,여,12세,경상
633,2022031000100334,2022년 3월 10일 18시,목요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,21세,상해없음,자전거,남,12세,경상
634,2022031300100215,2022년 3월 13일 17시,일요일,경기도 의정부시 녹양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,64세,상해없음,보행자,여,11세,경상
635,2022031500100281,2022년 3월 15일 16시,화요일,경기도 화성시 송산동,경상사고,0,0,2,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,26세,상해없음,보행자,남,12세,경상
636,2022031900100181,2022년 3월 19일 13시,토요일,경기도 화성시 청계동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,젖음/습기,비,기타 - 기타,이륜,남,29세,상해없음,보행자,여,11세,경상
637,2022032100100304,2022년 3월 21일 17시,월요일,경기도 화성시 진안동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,53세,기타불명,보행자,여,12세,경상
638,2022032200100193,2022년 3월 22일 14시,화요일,경기도 성남시 중원구 상대원동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,기타 - 기타,화물,남,61세,상해없음,보행자,남,11세,경상
639,2022032300100062,2022년 3월 23일 08시,수요일,경기도 평택시 비전동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,40세,상해없음,보행자,남,11세,중상
640,2022032400100272,2022년 3월 24일 16시,목요일,경기도 김포시 구래동,경상사고,0,0,1,0,차대차 - 추돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,40세,상해없음,자전거,남,11세,경상
641,2022032600100347,2022년 3월 26일 19시,토요일,경기도 평택시 동삭동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,자전거,남,12세,경상
642,2022032800100089,2022년 3월 28일 08시,월요일,경기도 파주시 목동동,중상사고,0,1,0,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,17세,상해없음,보행자,남,12세,중상
643,2022040100100065,2022년 4월 1일 08시,금요일,경기도 용인시 처인구 역북동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,여,43세,상해없음,보행자,남,12세,경상
644,2022040300100198,2022년 4월 3일 15시,일요일,경기도 용인시 기흥구 영덕동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,보행자,여,10세,경상
645,2022040300100262,2022년 4월 3일 16시,일요일,경기도 양주시 옥정동,경상사고,0,0,2,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,12세,상해없음,자전거,남,11세,경상
646,2022040400100301,2022년 4월 4일 15시,월요일,경기도 시흥시 거모동,중상사고,0,1,0,0,차대사람 - 횡단중,중앙선침범,건조,맑음,단일로 - 기타,자전거,남,12세,상해없음,보행자,여,12세,중상
647,2022040400100303,2022년 4월 4일 15시,월요일,경기도 화성시 목동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,여,53세,기타불명,자전거,남,10세,경상
648,2022040500100407,2022년 4월 5일 18시,화요일,경기도 용인시 기흥구 신갈동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,57세,상해없음,자전거,남,12세,부상신고
649,2022040800100087,2022년 4월 8일 08시,금요일,경기도 광주시 탄벌동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,62세,상해없음,보행자,여,11세,부상신고
650,2022040800100591,2022년 4월 8일 20시,금요일,경기도 김포시 운양동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,28세,상해없음,자전거,남,12세,경상
651,2022041100100116,2022년 4월 11일 08시,월요일,경기도 고양시 일산동구 중산동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,15세,상해없음,보행자,남,12세,경상
