,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,어린이보호구역
2057,2.01811E+15,2018년 11월 6일 08시,화요일,경기도 용인시 수지구 상현동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,여,24세,상해없음,보행자,남,6,경상,0
2058,2.01811E+15,2018년 11월 6일 17시,화요일,경기도 포천시 선단동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,73세,상해없음,보행자,여,9,중상,0
2059,2.01811E+15,2018년 11월 7일 07시,수요일,경기도 광주시 태전동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,젖음/습기,비,교차로 - 교차로횡단보도내,화물,남,52세,상해없음,보행자,여,11,중상,0
2060,2.01811E+15,2018년 11월 7일 16시,수요일,경기도 용인시 기흥구 구갈동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,44세,상해없음,보행자,여,7,경상,1
2061,2.01811E+15,2018년 11월 7일 16시,수요일,경기도 고양시 일산동구 중산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,흐림,단일로 - 기타,승용,여,59세,상해없음,자전거,남,12,경상,0
2062,2.01811E+15,2018년 11월 7일 18시,수요일,경기도 부천시 옥길동,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승합,남,61세,상해없음,보행자,여,12,중상,0
2063,2.01811E+15,2018년 11월 8일 15시,목요일,경기도 안성시 연지동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,기타 - 기타,승용,여,33세,상해없음,보행자,여,10,경상,0
2064,2.01811E+15,2018년 11월 9일 08시,금요일,경기도 안산시 상록구 본오동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,맑음,교차로 - 교차로안,승용,여,29세,상해없음,자전거,남,11,경상,0
2065,2.01811E+15,2018년 11월 9일 16시,금요일,경기도 구리시 인창동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,67세,상해없음,보행자,남,7,중상,0
2066,2.01811E+15,2018년 11월 9일 18시,금요일,경기도 성남시 수정구 산성동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,기타,단일로 - 기타,자전거,기타불명,미분류,기타불명,보행자,남,8,부상신고,0
2067,2.01811E+15,2018년 11월 10일 11시,토요일,경기도 광명시 소하동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,54세,상해없음,보행자,남,9,경상,1
2068,2.01811E+15,2018년 11월 10일 12시,토요일,경기도 용인시 수지구 죽전동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,41세,상해없음,보행자,남,7,경상,0
2069,2.01811E+15,2018년 11월 10일 18시,토요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,33세,상해없음,보행자,여,10,중상,0
2070,2.01811E+15,2018년 11월 11일 14시,일요일,경기도 평택시 팽성읍,중상사고,0,1,0,0,차대차 - 측면충돌,기타,건조,흐림,교차로 - 교차로안,승용,남,27세,상해없음,자전거,남,10,중상,1
2071,2.01811E+15,2018년 11월 11일 15시,일요일,경기도 의정부시 의정부동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21세,상해없음,보행자,남,12,경상,0
2072,2.01811E+15,2018년 11월 11일 18시,일요일,경기도 화성시 향남읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,12,경상,0
2073,2.01811E+15,2018년 11월 12일 08시,월요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,여,48세,상해없음,보행자,남,10,경상,0
2074,2.01811E+15,2018년 11월 12일 08시,월요일,경기도 광주시 오포읍,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,72세,상해없음,보행자,여,12,경상,0
2075,2.01811E+15,2018년 11월 12일 08시,월요일,경기도 부천시 송내동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,45세,상해없음,보행자,남,10,경상,0
2076,2.01811E+15,2018년 11월 12일 17시,월요일,경기도 용인시 처인구 역북동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,기타 - 기타,승용,여,52세,기타불명,보행자,여,8,중상,1
2077,2.01811E+15,2018년 11월 13일 20시,화요일,경기도 용인시 기흥구 중동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,58세,상해없음,보행자,남,12,중상,0
2078,2.01811E+15,2018년 11월 14일 08시,수요일,경기도 용인시 처인구 김량장동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,기타 - 기타,승용,남,53세,상해없음,보행자,남,9,경상,1
2079,2.01811E+15,2018년 11월 14일 13시,수요일,경기도 광주시 오포읍,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,화물,남,51세,상해없음,보행자,남,7,경상,0
2080,2.01811E+15,2018년 11월 14일 16시,수요일,경기도 남양주시 화도읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,57세,상해없음,보행자,여,8,경상,0
2081,2.01811E+15,2018년 11월 14일 16시,수요일,경기도 동두천시 생연동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,28세,상해없음,자전거,남,11,중상,0
2082,2.01811E+15,2018년 11월 14일 17시,수요일,경기도 용인시 수지구 죽전동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,42세,상해없음,보행자,남,10,경상,0
2083,2.01811E+15,2018년 11월 14일 17시,수요일,경기도 파주시 조리읍,중상사고,0,1,0,0,차대사람 - 기타,기타,기타,맑음,단일로 - 기타,승용,여,58세,상해없음,보행자,남,6,중상,0
2084,2.01811E+15,2018년 11월 14일 18시,수요일,경기도 용인시 기흥구 영덕동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,35세,상해없음,보행자,남,9,경상,0
2085,2.01811E+15,2018년 11월 14일 18시,수요일,경기도 남양주시 진건읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,37세,상해없음,보행자,남,6,경상,0
2086,2.01811E+15,2018년 11월 15일 15시,목요일,경기도 용인시 기흥구 중동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,80세,상해없음,보행자,남,9,중상,0
2087,2.01811E+15,2018년 11월 15일 19시,목요일,경기도 의정부시 호원동,부상신고사고,0,0,0,1,차대사람 - 기타,보행자보호의무위반,기타,맑음,단일로 - 기타,승용,남,47세,상해없음,보행자,여,9,부상신고,0
2088,2.01811E+15,2018년 11월 16일 08시,금요일,경기도 화성시 진안동,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,건조,맑음,교차로 - 교차로안,승용,여,36세,상해없음,보행자,남,7,경상,1
2089,2.01811E+15,2018년 11월 16일 14시,금요일,경기도 광명시 철산동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,68세,상해없음,보행자,남,9,경상,0
2090,2.01811E+15,2018년 11월 16일 14시,금요일,경기도 안산시 단원구 원곡동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,36세,상해없음,보행자,남,5,경상,0
2091,2.01811E+15,2018년 11월 16일 16시,금요일,경기도 김포시 장기동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,37세,상해없음,보행자,남,7,중상,0
2092,2.01811E+15,2018년 11월 16일 17시,금요일,경기도 평택시 안중읍,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승용,여,35세,상해없음,보행자,남,8,경상,0
2093,2.01811E+15,2018년 11월 16일 17시,금요일,경기도 안산시 상록구 월피동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,보행자,남,8,중상,0
2094,2.01811E+15,2018년 11월 16일 18시,금요일,경기도 파주시 야당동,중상사고,0,1,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,18세,경상,보행자,남,9,중상,0
2095,2.01811E+15,2018년 11월 17일 10시,토요일,경기도 부천시 중동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,자전거,남,10,경상,0
2096,2.01811E+15,2018년 11월 17일 15시,토요일,경기도 안성시 대덕면,경상사고,0,0,1,0,차대차 - 측면충돌,기타,건조,맑음,교차로 - 교차로횡단보도내,화물,남,55세,상해없음,자전거,남,7,경상,0
2097,2.01811E+15,2018년 11월 20일 17시,화요일,경기도 안산시 단원구 신길동,경상사고,0,0,2,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,46세,상해없음,보행자,남,10,경상,0
2098,2.01811E+15,2018년 11월 20일 19시,화요일,경기도 여주시 북내면,중상사고,0,1,1,0,차대사람 - 횡단중,안전운전불이행,건조,기타,단일로 - 기타,승용,여,56세,상해없음,보행자,여,12,중상,0
2099,2.01811E+15,2018년 11월 21일 15시,수요일,경기도 광주시 퇴촌면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,63세,상해없음,보행자,남,12,경상,0
2100,2.01811E+15,2018년 11월 21일 16시,수요일,경기도 고양시 일산동구 풍동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,71세,상해없음,보행자,여,11,경상,0
2101,2.01811E+15,2018년 11월 21일 17시,수요일,경기도 화성시 병점동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,보행자,여,6,경상,0
2102,2.01811E+15,2018년 11월 22일 08시,목요일,경기도 가평군 청평면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,69세,상해없음,보행자,여,11,경상,0
2103,2.01811E+15,2018년 11월 22일 08시,목요일,경기도 고양시 일산서구 덕이동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,45세,상해없음,보행자,여,11,중상,0
2104,2.01811E+15,2018년 11월 23일 08시,금요일,경기도 광주시 쌍령동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,38세,상해없음,보행자,남,7,경상,0
2105,2.01811E+15,2018년 11월 23일 16시,금요일,경기도 광주시 퇴촌면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,42세,상해없음,보행자,여,12,경상,0
2106,2.01811E+15,2018년 11월 24일 16시,토요일,경기도 광주시 태전동,중상사고,0,1,0,0,차대사람 - 횡단중,기타,건조,맑음,교차로 - 교차로횡단보도내,승용,남,37세,상해없음,보행자,여,2,중상,0
2107,2.01811E+15,2018년 11월 25일 14시,일요일,경기도 남양주시 진접읍,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,흐림,단일로 - 기타,승용,남,58세,상해없음,보행자,여,10,경상,0
2108,2.01811E+15,2018년 11월 25일 16시,일요일,경기도 수원시 장안구 정자동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,여,65세,상해없음,보행자,여,4,중상,0
2109,2.01811E+15,2018년 11월 26일 08시,월요일,경기도 의정부시 호원동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,59세,상해없음,보행자,여,9,경상,0
2110,2.01811E+15,2018년 11월 26일 17시,월요일,경기도 남양주시 진접읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,64세,상해없음,보행자,남,9,경상,0
2111,2.01811E+15,2018년 11월 27일 17시,화요일,경기도 화성시 향남읍,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51세,상해없음,보행자,여,1,중상,0
2112,2.01811E+15,2018년 11월 28일 08시,수요일,경기도 수원시 권선구 탑동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,42세,상해없음,보행자,남,10,경상,0
2113,2.01811E+15,2018년 11월 28일 14시,수요일,경기도 의왕시 청계동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,79세,상해없음,보행자,여,8,사망,0
2114,2.01811E+15,2018년 11월 28일 16시,수요일,경기도 파주시 탄현면,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로부근,승용,여,43세,상해없음,보행자,남,9,경상,1
2115,2.01811E+15,2018년 11월 28일 18시,수요일,경기도 안산시 상록구 성포동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,자전거,기타불명,미분류,기타불명,보행자,남,5,부상신고,0
2116,2.01811E+15,2018년 11월 29일 07시,목요일,경기도 광주시 오포읍,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,51세,상해없음,보행자,남,11,중상,1
2117,2.01811E+15,2018년 11월 29일 15시,목요일,경기도 의왕시 오전동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,53세,상해없음,보행자,여,10,경상,0
2118,2.01811E+15,2018년 11월 29일 19시,목요일,경기도 수원시 팔달구 화서동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,27세,상해없음,자전거,남,9,중상,0
2119,2.01811E+15,2018년 11월 30일 09시,금요일,경기도 하남시 덕풍동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,57세,상해없음,보행자,남,2,중상,0
2120,2.01811E+15,2018년 11월 30일 17시,금요일,경기도 부천시 중동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,남,8,부상신고,0
2121,2.01811E+15,2018년 11월 30일 17시,금요일,경기도 용인시 수지구 성복동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,보행자,남,6,경상,0
2122,2.01812E+15,2018년 12월 3일 17시,월요일,경기도 시흥시 대야동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,화물,남,50세,상해없음,보행자,여,8,경상,0
2123,2.01812E+15,2018년 12월 3일 17시,월요일,경기도 남양주시 오남읍,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,흐림,교차로 - 교차로안,승용,여,42세,상해없음,보행자,남,11,중상,0
2124,2.01812E+15,2018년 12월 4일 08시,화요일,경기도 동두천시 지행동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,보행자,남,8,경상,0
2125,2.01812E+15,2018년 12월 4일 13시,화요일,경기도 화성시 석우동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,여,34세,경상,자전거,남,11,경상,0
2126,2.01812E+15,2018년 12월 4일 17시,화요일,경기도 안양시 동안구 호계동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,화물,남,31세,상해없음,보행자,남,9,중상,0
2127,2.01812E+15,2018년 12월 5일 08시,수요일,경기도 화성시 영천동,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,보행자,여,8,중상,0
2128,2.01812E+15,2018년 12월 5일 08시,수요일,경기도 고양시 덕양구 고양동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,45세,상해없음,보행자,여,11,중상,0
2129,2.01812E+15,2018년 12월 5일 18시,수요일,경기도 안양시 동안구 비산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,보행자,여,8,중상,0
2130,2.01812E+15,2018년 12월 5일 18시,수요일,경기도 남양주시 평내동,부상신고사고,0,0,0,1,차대사람 - 보도통행중,신호위반,건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,보행자,남,8,부상신고,0
2131,2.01812E+15,2018년 12월 6일 08시,목요일,경기도 의정부시 의정부동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,49세,상해없음,보행자,남,10,경상,0
2132,2.01812E+15,2018년 12월 6일 14시,목요일,경기도 포천시 소흘읍,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,55세,상해없음,보행자,여,8,중상,1
2133,2.01812E+15,2018년 12월 7일 21시,금요일,경기도 성남시 분당구 정자동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,기타,단일로 - 기타,승용,여,51세,상해없음,보행자,남,10,중상,0
2134,2.01812E+15,2018년 12월 8일 15시,토요일,경기도 안산시 상록구 일동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,27세,상해없음,자전거,남,11,경상,0
2135,2.01812E+15,2018년 12월 8일 15시,토요일,경기도 화성시 향남읍,부상신고사고,0,0,0,1,차대사람 - 보도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,자전거,남,16세,상해없음,보행자,남,4,부상신고,0
2136,2.01812E+15,2018년 12월 8일 19시,토요일,경기도 성남시 수정구 신흥동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,보행자,여,12,중상,0
2137,2.01812E+15,2018년 12월 10일 14시,월요일,경기도 고양시 덕양구 화정동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,기타,맑음,단일로 - 기타,이륜,남,54세,상해없음,자전거,남,10,부상신고,0
2138,2.01812E+15,2018년 12월 10일 15시,월요일,경기도 화성시 능동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,38세,상해없음,보행자,남,4,중상,0
2139,2.01812E+15,2018년 12월 10일 17시,월요일,경기도 안성시 대천동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,76세,상해없음,보행자,남,11,경상,0
2140,2.01812E+15,2018년 12월 13일 08시,목요일,경기도 파주시 조리읍,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,보행자,남,12,부상신고,0
2141,2.01812E+15,2018년 12월 13일 11시,목요일,경기도 안성시 원곡면,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,서리/결빙,맑음,단일로 - 기타,화물,남,58세,상해없음,보행자,남,11,부상신고,0
2142,2.01812E+15,2018년 12월 15일 09시,토요일,경기도 광명시 일직동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,28세,상해없음,보행자,여,7,중상,0
2143,2.01812E+15,2018년 12월 15일 19시,토요일,경기도 구리시 수택동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,이륜,남,30세,상해없음,보행자,남,8,경상,1
2144,2.01812E+15,2018년 12월 17일 18시,월요일,경기도 평택시 서정동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,58세,상해없음,보행자,남,9,중상,0
2145,2.01812E+15,2018년 12월 18일 08시,화요일,경기도 부천시 중동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,여,65세,상해없음,보행자,남,11,중상,1
2146,2.01812E+15,2018년 12월 18일 08시,화요일,경기도 양주시 백석읍,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승용,여,51세,상해없음,보행자,남,8,경상,0
2147,2.01812E+15,2018년 12월 18일 15시,화요일,경기도 화성시 반송동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승합,남,52세,상해없음,보행자,남,10,경상,0
2148,2.01812E+15,2018년 12월 18일 15시,화요일,경기도 남양주시 화도읍,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승합,남,38세,상해없음,보행자,남,9,경상,1
2149,2.01812E+15,2018년 12월 18일 17시,화요일,경기도 광주시 송정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,72세,상해없음,보행자,남,5,경상,0
2150,2.01812E+15,2018년 12월 19일 13시,수요일,경기도 하남시 망월동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,7,경상,0
2151,2.01812E+15,2018년 12월 19일 17시,수요일,경기도 화성시 목동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,30세,상해없음,보행자,남,8,부상신고,0
2152,2.01812E+15,2018년 12월 19일 20시,수요일,경기도 화성시 남양읍,경상사고,0,0,1,0,차대사람 - 횡단중,기타,건조,맑음,단일로 - 기타,승합,남,66세,상해없음,보행자,남,4,경상,1
2153,2.01812E+15,2018년 12월 20일 08시,목요일,경기도 성남시 중원구 하대원동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,보행자,여,10,부상신고,0
2154,2.01812E+15,2018년 12월 20일 08시,목요일,경기도 남양주시 화도읍,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41세,상해없음,보행자,남,10,중상,0
2155,2.01812E+15,2018년 12월 20일 08시,목요일,경기도 구리시 갈매동,부상신고사고,0,0,0,1,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,여,8,부상신고,0
2156,2.01812E+15,2018년 12월 20일 15시,목요일,경기도 파주시 야당동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,43세,상해없음,보행자,여,9,경상,1
2157,2.01812E+15,2018년 12월 20일 16시,목요일,경기도 남양주시 별내면,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,44세,상해없음,보행자,여,9,중상,0
2158,2.01812E+15,2018년 12월 21일 08시,금요일,경기도 평택시 죽백동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,39세,상해없음,보행자,남,8,경상,1
2159,2.01812E+15,2018년 12월 21일 09시,금요일,경기도 화성시 기산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,45세,상해없음,보행자,남,4,중상,0
2160,2.01812E+15,2018년 12월 21일 12시,금요일,경기도 평택시 비전동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,57세,상해없음,자전거,여,10,경상,0
2161,2.01812E+15,2018년 12월 21일 22시,금요일,경기도 용인시 처인구 역북동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,보행자,남,5,경상,0
2162,2.01812E+15,2018년 12월 24일 08시,월요일,경기도 부천시 심곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,보행자,여,11,경상,0
2163,2.01812E+15,2018년 12월 25일 18시,화요일,경기도 화성시 반송동,부상신고사고,0,0,0,1,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,보행자,남,9,부상신고,0
2164,2.01812E+15,2018년 12월 26일 08시,수요일,경기도 성남시 수정구 창곡동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,화물,남,57세,상해없음,보행자,남,8,경상,0
2165,2.01812E+15,2018년 12월 26일 14시,수요일,경기도 부천시 중동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,72세,상해없음,자전거,남,12,중상,0
2166,2.01812E+15,2018년 12월 26일 15시,수요일,경기도 수원시 장안구 정자동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,60세,기타불명,자전거,남,11,중상,0
2167,2.01812E+15,2018년 12월 26일 17시,수요일,경기도 부천시 오정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,25세,상해없음,보행자,남,8,경상,0
2168,2.01812E+15,2018년 12월 27일 18시,목요일,경기도 부천시 원미동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,원동기,여,38세,상해없음,보행자,여,10,경상,0
2169,2.01812E+15,2018년 12월 27일 18시,목요일,경기도 의정부시 호원동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,남,10,경상,0
2170,2.01812E+15,2018년 12월 28일 12시,금요일,경기도 성남시 수정구 태평동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,20세,상해없음,보행자,남,10,경상,0
2171,2.01812E+15,2018년 12월 28일 16시,금요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,33세,상해없음,보행자,남,10,경상,1
2172,2.01812E+15,2018년 12월 28일 16시,금요일,경기도 동두천시 생연동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,39세,상해없음,자전거,남,11,중상,0
